userId,productID,rating,timestamp,,,,,,,
1,c2d766ca982eca8304150849735ffef9,4,964982703,,,,,,,
1,7f7036a6d550aaa89d34c77bd39a5e48,4,964981247,,,,,,,
1,f449ec65dcbc041b6ae5e6a32717d01b,4,964982224,,,,,,,
1,0973b37acd0c664e3de26e97e5571454,5,964983815,,,,,,,
1,bc940ea42ee6bef5ac7cea3fb5cfbee7,5,964982931,,,,,,,
1,c2a17313954882c1dba461863e98adf2,3,964982400,,,,,,,
1,ce5a6818f7707e2cb61fdcdbba61f5ad,5,964980868,,,,,,,
1,8542703ca9e6ebdf6d742638dfb1f2ca,4,964982176,,,,,,,
1,29c8d290caa451f97b1c32df64477a2c,5,964984041,,,,,,,
1,4044c0ac52c1ee4b28777417651faf42,5,964984100,,,,,,,
1,e54bc0a7c3429da2ebef0b30331fe3d2,5,964983650,,,,,,,
1,c73e78fb440ff8972e0762daed4fc109,5,964981208,,,,,,,
1,c29af37837afcaf44b779eca7c19295f,3,964980985,,,,,,,
1,9aacdecceb404c74abddc513fd2756a8,5,964981179,,,,,,,
1,83c53f8948f508f51d2249b489ca8e7d,4,964980908,,,,,,,
1,d95b0456a0350bc42f2393c6e84b0f09,5,964981680,,,,,,,
1,849ab05698081a374215d0b7d18047d0,3,964982967,,,,,,,
1,c275ee5ac19f774a3ef7da71b40aabd8,3,964982310,,,,,,,
1,4f3511c33a6869b1d5102cd97818ef00,5,964981179,,,,,,,
1,7ee3e337474a29b38cfe1f5d4020d633,4,964982563,,,,,,,
1,f35f27525ab8f5988d3817ee9bb02ce1,4,964980962,,,,,,,
1,ea98a65ad1e1b8688eddf89fbc7b3e27,5,964982588,,,,,,,
1,7a7ba93ab20a2b50fd5a7dc74bcba063,4,964981710,,,,,,,
1,9c26a5d85a59d6a34a199ae1df836ec3,3,964982363,,,,,,,
1,20cf08ae845d5fd8f2b8cf52b3b9d840,4,964980868,,,,,,,
1,bb41283056536d7af11e994ba4f9db81,5,964981909,,,,,,,
1,ea91e47cac68b132887d7fc1175e91c2,4,964982346,,,,,,,
1,bec784ef794cf596dbe2cbbaf5427ef0,3,964981208,,,,,,,
1,171e0bcea390c17fd70e3ffa6c2cd187,5,964984002,,,,,,,
1,a60ebb7803c6a31795de3f8949cb6f98,4,964981179,,,,,,,
1,186d40c6852da91166c7eb7856603c51,4,964982653,,,,,,,
1,e71017e224688489edfe856f2308806d,5,964984153,,,,,,,
1,6286847ee2da18f587503db49511c539,4,964982546,,,,,,,
